,Industry,Job Title,Responsibilities,Skills,base_location,job_level,salary,salary_mid,jd_id,jd_text,edu_req,exp_req,working_hours
0,Retail,Visual Merchandiser,Conduct A/B testing on store planograms to maximize conversion.,"Visual Merchandising, Space Planning, Data Analysis",Shanghai,Junior,9k-11k/月,10.0,JD_0000,"Visual Merchandiser | Retail | Shanghai | Level: Junior | Salary: 9k-11k/月. Conduct A/B testing on store planograms to maximize conversion. Skills: Visual Merchandising, Space Planning, Data Analysis",Bachelor's,0-1年,45-50
1677,FinTech,Quantitative Analyst,Optimize high-frequency trading algorithms using tick-level market data and C++ low-latency systems.,"Quantitative Finance, C++",Chengdu,Lead,47k-57k/月,52.0,JD_1677,"Quantitative Analyst | FinTech | Chengdu | Level: Lead | Salary: 47k-57k/月. Optimize high-frequency trading algorithms using tick-level market data and C++ low-latency systems. Skills: Quantitative Finance, C++",Bachelor's,3-5年,50-60
1678,Telecom,OSS/BSS Developer,Automate provisioning workflows for fiber and mobile activations.,"OSS/BSS Systems, Java, Microservices",Zhengzhou,Lead,15k-19k/月,17.0,JD_1678,"OSS/BSS Developer | Telecom | Zhengzhou | Level: Lead | Salary: 15k-19k/月. Automate provisioning workflows for fiber and mobile activations. Skills: OSS/BSS Systems, Java, Microservices",Master's,5-10年,45-50
1679,Real Estate,GIS Specialist (RE),Develop proprietary web maps for site selection analysis.,"Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas)",Nanjing,Mid-level,17k-21k/月,19.0,JD_1679,"GIS Specialist (RE) | Real Estate | Nanjing | Level: Mid-level | Salary: 17k-21k/月. Develop proprietary web maps for site selection analysis. Skills: Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas)",Bachelor's,5-10年,40-45
1680,Telecom,OSS/BSS Developer,Maintain microservices for real-time network alarm monitoring.,"OSS/BSS Systems, Telecom Standards, Java",Changsha,Lead,14k-17k/月,15.5,JD_1680,"OSS/BSS Developer | Telecom | Changsha | Level: Lead | Salary: 14k-17k/月. Maintain microservices for real-time network alarm monitoring. Skills: OSS/BSS Systems, Telecom Standards, Java",Bachelor's,5-10年,50-60
1681,Logistics,Fleet Ops Manager,Monitor real-time telematics data to enforce driver safety and reduce idling.,"Fleet Management, Telematics",Beijing,Manager,29k-36k/月,32.5,JD_1681,"Fleet Ops Manager | Logistics | Beijing | Level: Manager | Salary: 29k-36k/月. Monitor real-time telematics data to enforce driver safety and reduce idling. Skills: Fleet Management, Telematics",Bachelor's,3-5年,50-60
1682,Telecom,5G Network Architect,Optimize MEC (Multi-access Edge Computing) deployments.,"5G Architecture, NFV/SDN",Beijing,Junior,9k-11k/月,10.0,JD_1682,"5G Network Architect | Telecom | Beijing | Level: Junior | Salary: 9k-11k/月. Optimize MEC (Multi-access Edge Computing) deployments. Skills: 5G Architecture, NFV/SDN",Bachelor's,0年,50-60
1683,Logistics,Route Optimization Eng,Implement heuristic solvers for the CVRPTW using OR-Tools.,"Optimization Algorithms, GIS",Suzhou,Senior,16k-19k/月,17.5,JD_1683,"Route Optimization Eng | Logistics | Suzhou | Level: Senior | Salary: 16k-19k/月. Implement heuristic solvers for the CVRPTW using OR-Tools. Skills: Optimization Algorithms, GIS",Bachelor's,3-5年,40-45
1684,FinTech,Risk Manager,Calculate Value-at-Risk (VaR) and Expected Shortfall using historical and parametric approaches.,"Financial Risk Management, Basel III",Chengdu,Mid-level,26k-32k/月,29.0,JD_1684,"Risk Manager | FinTech | Chengdu | Level: Mid-level | Salary: 26k-32k/月. Calculate Value-at-Risk (VaR) and Expected Shortfall using historical and parametric approaches. Skills: Financial Risk Management, Basel III",Bachelor's,1-3年,40-45
1685,E-Commerce,Customer Journey Mapper,Identify cross-channel friction points between mobile app browsing and desktop purchasing.,"Journey Mapping, Figma, Qualitative Research",Nanjing,Lead,22k-27k/月,24.5,JD_1685,"Customer Journey Mapper | E-Commerce | Nanjing | Level: Lead | Salary: 22k-27k/月. Identify cross-channel friction points between mobile app browsing and desktop purchasing. Skills: Journey Mapping, Figma, Qualitative Research",Bachelor's,10年以上,>60
1686,Gaming,Live-Ops Manager,Adjust balance parameters based on real-time meta-analysis.,"Live Operations, Project Management, Data Analysis, Agile",Chengdu,Mid-level,24k-29k/月,26.5,JD_1686,"Live-Ops Manager | Gaming | Chengdu | Level: Mid-level | Salary: 24k-29k/月. Adjust balance parameters based on real-time meta-analysis. Skills: Live Operations, Project Management, Data Analysis, Agile",Master's,1-3年,40-45
1687,Healthcare,Health Informatics Specialist,Map legacy medical terminologies to standardized vocabularies like SNOMED CT and LOINC.,"HL7/FHIR, Health Informatics, EHR/EMR Systems",Chengdu,Lead,30k-37k/月,33.5,JD_1687,"Health Informatics Specialist | Healthcare | Chengdu | Level: Lead | Salary: 30k-37k/月. Map legacy medical terminologies to standardized vocabularies like SNOMED CT and LOINC. Skills: HL7/FHIR, Health Informatics, EHR/EMR Systems",Ph.D.,10年以上,40-45
1688,Gaming,Gameplay Programmer,Collaborate with designers to ensure responsive input handling.,"C++, 3D Math, Unreal Engine, Unity",Changsha,Mid-level,14k-17k/月,15.5,JD_1688,"Gameplay Programmer | Gaming | Changsha | Level: Mid-level | Salary: 14k-17k/月. Collaborate with designers to ensure responsive input handling. Skills: C++, 3D Math, Unreal Engine, Unity",Bachelor's,3-5年,40-45
1689,Gaming,Monetization Analyst,Analyze A/B test results on store UI layouts to maximize conversion.,"Monetization Strategy, SQL, Python, Data Visualization",Shanghai,Senior,28k-35k/月,31.5,JD_1689,"Monetization Analyst | Gaming | Shanghai | Level: Senior | Salary: 28k-35k/月. Analyze A/B test results on store UI layouts to maximize conversion. Skills: Monetization Strategy, SQL, Python, Data Visualization",Master's,3-5年,50-60
1690,E-Commerce,Catalog Manager,Utilize computer vision to automate the tagging and categorization of incoming product images.,"Data Governance, Taxonomy, PIM systems, SQL, Excel",Chongqing,Director,31k-38k/月,34.5,JD_1690,"Catalog Manager | E-Commerce | Chongqing | Level: Director | Salary: 31k-38k/月. Utilize computer vision to automate the tagging and categorization of incoming product images. Skills: Data Governance, Taxonomy, PIM systems, SQL, Excel",Master's,10年以上,>60
1691,Logistics,Route Optimization Eng,Optimize long-haul freight network topologies to minimize empty miles.,"OR-Tools, Optimization Algorithms",Zhengzhou,Mid-level,10k-12k/月,11.0,JD_1691,"Route Optimization Eng | Logistics | Zhengzhou | Level: Mid-level | Salary: 10k-12k/月. Optimize long-haul freight network topologies to minimize empty miles. Skills: OR-Tools, Optimization Algorithms",Ph.D.,5-10年,45-50
1692,Real Estate,Urban Planner (Tech),Model the traffic and environmental impact of mixed-use projects.,"Urban Planning, GIS (ArcGIS), AutoCAD, Environmental Regs, Data Visualization",Tianjin,Manager,26k-32k/月,29.0,JD_1692,"Urban Planner (Tech) | Real Estate | Tianjin | Level: Manager | Salary: 26k-32k/月. Model the traffic and environmental impact of mixed-use projects. Skills: Urban Planning, GIS (ArcGIS), AutoCAD, Environmental Regs, Data Visualization",Ph.D.,10年以上,40-45
1693,Real Estate,GIS Specialist (RE),Perform spatial geoprocessing for retail catchment areas.,"Spatial Databases, Python (GeoPandas), Cartography",Chengdu,VP,48k-58k/月,53.0,JD_1693,"GIS Specialist (RE) | Real Estate | Chengdu | Level: VP | Salary: 48k-58k/月. Perform spatial geoprocessing for retail catchment areas. Skills: Spatial Databases, Python (GeoPandas), Cartography",Master's,10年以上,50-60
1694,Manufacturing,Smart Factory Consultant,Calculate ROI and payback periods for capital investments in automation.,"Industry 4.0, Consulting",Guangzhou,Manager,25k-30k/月,27.5,JD_1694,"Smart Factory Consultant | Manufacturing | Guangzhou | Level: Manager | Salary: 25k-30k/月. Calculate ROI and payback periods for capital investments in automation. Skills: Industry 4.0, Consulting",Ph.D.,5-10年,50-60
1695,Real Estate,Smart Building Arch,"Design IoT networks integrating HVAC, lighting, and security.","BMS Systems, IoT Architecture, Python, Systems Integration",Tianjin,Junior,11k-13k/月,12.0,JD_1695,"Smart Building Arch | Real Estate | Tianjin | Level: Junior | Salary: 11k-13k/月. Design IoT networks integrating HVAC, lighting, and security. Skills: BMS Systems, IoT Architecture, Python, Systems Integration",Bachelor's,0-1年,40-45
1696,Retail,Category Manager,Analyze POS data to optimize product assortment and shelf space.,"Pricing Strategy, Data Analysis, Excel",Wuhan,Lead,15k-19k/月,17.0,JD_1696,"Category Manager | Retail | Wuhan | Level: Lead | Salary: 15k-19k/月. Analyze POS data to optimize product assortment and shelf space. Skills: Pricing Strategy, Data Analysis, Excel",Bachelor's,10年以上,45-50
1697,Telecom,Billing Analyst,Audit CDRs (Call Detail Records) to identify revenue leakage.,Billing Systems,Guangzhou,Intern,7k-9k/月,8.0,JD_1697,Billing Analyst | Telecom | Guangzhou | Level: Intern | Salary: 7k-9k/月. Audit CDRs (Call Detail Records) to identify revenue leakage. Skills: Billing Systems,High School,0年,40-45
1698,Media,Streaming Video Eng,Implement ABR algorithms to optimize playback quality under network constraints.,"Video Codecs (H.264/H.265), CDN Architecture, FFmpeg, C++, Python",Chengdu,Senior,18k-22k/月,20.0,JD_1698,"Streaming Video Eng | Media | Chengdu | Level: Senior | Salary: 18k-22k/月. Implement ABR algorithms to optimize playback quality under network constraints. Skills: Video Codecs (H.264/H.265), CDN Architecture, FFmpeg, C++, Python",Bachelor's,5-10年,50-60
1699,Gaming,Server Infra Eng,Develop authoritative server logic to prevent desync in multiplayer.,Cloud Architecture (AWS),Changsha,Manager,34k-41k/月,37.5,JD_1699,Server Infra Eng | Gaming | Changsha | Level: Manager | Salary: 34k-41k/月. Develop authoritative server logic to prevent desync in multiplayer. Skills: Cloud Architecture (AWS),Master's,10年以上,45-50
1700,Healthcare,Patient Privacy Officer,Investigate potential protected health information (PHI) breaches and formulate plans.,"HIPAA/HITECH, Compliance Auditing, Risk Management",Shenzhen,Lead,25k-31k/月,28.0,JD_1700,"Patient Privacy Officer | Healthcare | Shenzhen | Level: Lead | Salary: 25k-31k/月. Investigate potential protected health information (PHI) breaches and formulate plans. Skills: HIPAA/HITECH, Compliance Auditing, Risk Management",Bachelor's,10年以上,>60
1701,E-Commerce,Supply Chain Planner,Coordinate with overseas suppliers to mitigate lead-time variability and port congestions.,"Demand Forecasting, Supply Chain Management, Excel, SQL, ERP Systems",Guangzhou,Senior,20k-25k/月,22.5,JD_1701,"Supply Chain Planner | E-Commerce | Guangzhou | Level: Senior | Salary: 20k-25k/月. Coordinate with overseas suppliers to mitigate lead-time variability and port congestions. Skills: Demand Forecasting, Supply Chain Management, Excel, SQL, ERP Systems",Master's,3-5年,40-45
1702,Telecom,VoIP Admin,Implement QoS policies to prioritize voice and video traffic.,"SIP/VoIP, Networking (QoS), Wireshark",Tianjin,Mid-level,11k-13k/月,12.0,JD_1702,"VoIP Admin | Telecom | Tianjin | Level: Mid-level | Salary: 11k-13k/月. Implement QoS policies to prioritize voice and video traffic. Skills: SIP/VoIP, Networking (QoS), Wireshark",Master's,1-3年,45-50
1703,E-Commerce,LTV Analyst,Evaluate the long-term ROI of various marketing channels based on cohort profitability.,SQL,Guangzhou,Lead,38k-47k/月,42.5,JD_1703,LTV Analyst | E-Commerce | Guangzhou | Level: Lead | Salary: 38k-47k/月. Evaluate the long-term ROI of various marketing channels based on cohort profitability. Skills: SQL,Bachelor's,5-10年,50-60
1704,Telecom,OSS/BSS Developer,Automate provisioning workflows for fiber and mobile activations.,"OSS/BSS Systems, Telecom Standards, API Development",Zhengzhou,Lead,23k-28k/月,25.5,JD_1704,"OSS/BSS Developer | Telecom | Zhengzhou | Level: Lead | Salary: 23k-28k/月. Automate provisioning workflows for fiber and mobile activations. Skills: OSS/BSS Systems, Telecom Standards, API Development",Bachelor's,5-10年,45-50
1705,Media,AdTech Systems Arch,Integrate with DSPs and SSPs using the OpenRTB protocol.,"AdTech (OpenRTB), System Architecture, Java/Go, High Throughput",Zhengzhou,Senior,12k-14k/月,13.0,JD_1705,"AdTech Systems Arch | Media | Zhengzhou | Level: Senior | Salary: 12k-14k/月. Integrate with DSPs and SSPs using the OpenRTB protocol. Skills: AdTech (OpenRTB), System Architecture, Java/Go, High Throughput",Bachelor's,3-5年,50-60
1706,FinTech,Compliance Officer,Ensure all customer onboarding workflows adhere to strict KYC and CIP regulations.,"AML/KYC, Regulatory Compliance, SQL",Changsha,Manager,50k-62k/月,56.0,JD_1706,"Compliance Officer | FinTech | Changsha | Level: Manager | Salary: 50k-62k/月. Ensure all customer onboarding workflows adhere to strict KYC and CIP regulations. Skills: AML/KYC, Regulatory Compliance, SQL",Master's,10年以上,45-50
1707,Education Technology,Gamification Expert,Balance virtual economy elements within educational games to maintain motivation.,"Game Design, UI/UX Design",Zhengzhou,Mid-level,14k-17k/月,15.5,JD_1707,"Gamification Expert | Education Technology | Zhengzhou | Level: Mid-level | Salary: 14k-17k/月. Balance virtual economy elements within educational games to maintain motivation. Skills: Game Design, UI/UX Design",Bachelor's,1-3年,50-60
1708,Gaming,Server Infra Eng,Optimize database queries for handling millions of concurrent writes.,"Network Programming, Cloud Architecture (AWS), C++, Go",Shenzhen,Mid-level,21k-25k/月,23.0,JD_1708,"Server Infra Eng | Gaming | Shenzhen | Level: Mid-level | Salary: 21k-25k/月. Optimize database queries for handling millions of concurrent writes. Skills: Network Programming, Cloud Architecture (AWS), C++, Go",Master's,3-5年,50-60
1709,Gaming,UI/UX Game Designer,Conduct eye-tracking studies to evaluate cognitive load during gameplay.,"UI/UX Design, Wireframing, Adobe Suite, User Research",Guangzhou,Senior,23k-28k/月,25.5,JD_1709,"UI/UX Game Designer | Gaming | Guangzhou | Level: Senior | Salary: 23k-28k/月. Conduct eye-tracking studies to evaluate cognitive load during gameplay. Skills: UI/UX Design, Wireframing, Adobe Suite, User Research",Master's,3-5年,40-45
1710,Logistics,IoT Telemetry Analyst,Build anomaly detection models to alert operations of potential equipment failures.,"Kafka, IoT Platforms, Spark",Hangzhou,VP,51k-62k/月,56.5,JD_1710,"IoT Telemetry Analyst | Logistics | Hangzhou | Level: VP | Salary: 51k-62k/月. Build anomaly detection models to alert operations of potential equipment failures. Skills: Kafka, IoT Platforms, Spark",Ph.D.,5-10年,>60
1711,E-Commerce,Personalization Specialist,Segment customer base using RFM analysis to tailor email marketing campaigns.,"Recommendation Systems, Python, Spark, SQL",Wuhan,Mid-level,16k-19k/月,17.5,JD_1711,"Personalization Specialist | E-Commerce | Wuhan | Level: Mid-level | Salary: 16k-19k/月. Segment customer base using RFM analysis to tailor email marketing campaigns. Skills: Recommendation Systems, Python, Spark, SQL",Bachelor's,3-5年,45-50
1712,Media,Broadcast Engineer,Configure IP routing systems for modern broadcast facilities.,"Broadcast Engineering, Networking",Zhengzhou,Mid-level,12k-15k/月,13.5,JD_1712,"Broadcast Engineer | Media | Zhengzhou | Level: Mid-level | Salary: 12k-15k/月. Configure IP routing systems for modern broadcast facilities. Skills: Broadcast Engineering, Networking",Bachelor's,5-10年,45-50
1713,Manufacturing,Automation Architect,Program PLCs and HMI interfaces for continuous process manufacturing.,"PLC Programming, Automation",Chongqing,Junior,9k-11k/月,10.0,JD_1713,"Automation Architect | Manufacturing | Chongqing | Level: Junior | Salary: 9k-11k/月. Program PLCs and HMI interfaces for continuous process manufacturing. Skills: PLC Programming, Automation",Bachelor's,0年,45-50
1714,Energy,Renewable Analyst,Model energy yield for utility-scale solar and wind projects.,"Energy Yield Modeling, Energy Markets, Data Analysis",Tianjin,Manager,33k-40k/月,36.5,JD_1714,"Renewable Analyst | Energy | Tianjin | Level: Manager | Salary: 33k-40k/月. Model energy yield for utility-scale solar and wind projects. Skills: Energy Yield Modeling, Energy Markets, Data Analysis",Bachelor's,5-10年,>60
1715,Retail,Loss Prevention Spec,Utilize predictive analytics to identify potential internal theft.,"Loss Prevention, Auditing",Zhengzhou,Mid-level,10k-12k/月,11.0,JD_1715,"Loss Prevention Spec | Retail | Zhengzhou | Level: Mid-level | Salary: 10k-12k/月. Utilize predictive analytics to identify potential internal theft. Skills: Loss Prevention, Auditing",Bachelor's,0年,45-50
1716,E-Commerce,Search Relevance Engineer,Implement Learning-to-Rank (LTR) algorithms to optimize product search NDCG and click-through rates.,"Elasticsearch, Learning to Rank, Python, NLP",Tianjin,Senior,23k-28k/月,25.5,JD_1716,"Search Relevance Engineer | E-Commerce | Tianjin | Level: Senior | Salary: 23k-28k/月. Implement Learning-to-Rank (LTR) algorithms to optimize product search NDCG and click-through rates. Skills: Elasticsearch, Learning to Rank, Python, NLP",Master's,10年以上,40-45
1717,E-Commerce,Conversion Optimizer,Analyze user session recordings and heatmaps to identify friction points in the checkout process.,"A/B Testing, Optimizely",Chengdu,VP,52k-63k/月,57.5,JD_1717,"Conversion Optimizer | E-Commerce | Chengdu | Level: VP | Salary: 52k-63k/月. Analyze user session recordings and heatmaps to identify friction points in the checkout process. Skills: A/B Testing, Optimizely",Master's,10年以上,50-60
1718,Retail,Category Manager,Develop markdown strategies to optimize seasonal inventory turnover.,"Category Management, Pricing Strategy, Negotiation",Chengdu,Intern,5k-6k/月,5.5,JD_1718,"Category Manager | Retail | Chengdu | Level: Intern | Salary: 5k-6k/月. Develop markdown strategies to optimize seasonal inventory turnover. Skills: Category Management, Pricing Strategy, Negotiation",Bachelor's,0年,40-45
1719,Manufacturing,Robotics Programmer,Develop inverse kinematics for complex robotic path planning.,"Robotics Programming, C++, Computer Vision",Nanjing,Senior,17k-20k/月,18.5,JD_1719,"Robotics Programmer | Manufacturing | Nanjing | Level: Senior | Salary: 17k-20k/月. Develop inverse kinematics for complex robotic path planning. Skills: Robotics Programming, C++, Computer Vision",Bachelor's,3-5年,40-45
1720,Media,Digital Rights Manager,Audit platform usage data to identify potential piracy networks.,"DRM Technologies, Content Licensing",Shanghai,Senior,17k-21k/月,19.0,JD_1720,"Digital Rights Manager | Media | Shanghai | Level: Senior | Salary: 17k-21k/月. Audit platform usage data to identify potential piracy networks. Skills: DRM Technologies, Content Licensing",Master's,3-5年,45-50
1721,Logistics,IoT Telemetry Analyst,Design scalable data pipelines to ingest billions of GPS pings from the fleet.,"Kafka, IoT Platforms, Spark, Python",Chongqing,Lead,16k-20k/月,18.0,JD_1721,"IoT Telemetry Analyst | Logistics | Chongqing | Level: Lead | Salary: 16k-20k/月. Design scalable data pipelines to ingest billions of GPS pings from the fleet. Skills: Kafka, IoT Platforms, Spark, Python",Master's,5-10年,50-60
1722,Real Estate,Project Controller,Track budget variances and cost-to-complete metrics.,"Earned Value Management, Project Controls, Financial Analysis, Procore, Excel",Tianjin,Mid-level,18k-22k/月,20.0,JD_1722,"Project Controller | Real Estate | Tianjin | Level: Mid-level | Salary: 18k-22k/月. Track budget variances and cost-to-complete metrics. Skills: Earned Value Management, Project Controls, Financial Analysis, Procore, Excel",Ph.D.,5-10年,45-50
1723,Gaming,Economy Designer,Model virtual currency faucets and sinks to maintain stability.,"Game Theory, Python, Data Analysis",Chongqing,Senior,24k-30k/月,27.0,JD_1723,"Economy Designer | Gaming | Chongqing | Level: Senior | Salary: 24k-30k/月. Model virtual currency faucets and sinks to maintain stability. Skills: Game Theory, Python, Data Analysis",Ph.D.,5-10年,45-50
1724,Manufacturing,Lean Six Sigma Lead,Facilitate VSM workshops to eliminate non-value-added activities.,"Lean Manufacturing, Six Sigma Black Belt, Minitab",Nanjing,Junior,7k-9k/月,8.0,JD_1724,"Lean Six Sigma Lead | Manufacturing | Nanjing | Level: Junior | Salary: 7k-9k/月. Facilitate VSM workshops to eliminate non-value-added activities. Skills: Lean Manufacturing, Six Sigma Black Belt, Minitab",Bachelor's,0年,40-45
1725,Energy,Energy Trader,Develop algorithmic strategies for day-ahead electricity markets.,"Energy Markets, Algorithmic Trading, Python, Time Series Forecasting",Chongqing,Lead,19k-23k/月,21.0,JD_1725,"Energy Trader | Energy | Chongqing | Level: Lead | Salary: 19k-23k/月. Develop algorithmic strategies for day-ahead electricity markets. Skills: Energy Markets, Algorithmic Trading, Python, Time Series Forecasting",Master's,3-5年,<40
1726,Manufacturing,SC Risk Manager,Monitor global commodity pricing indices to recommend strategic hedging.,"Risk Management, Supply Chain Mapping",Changsha,Lead,23k-28k/月,25.5,JD_1726,"SC Risk Manager | Manufacturing | Changsha | Level: Lead | Salary: 23k-28k/月. Monitor global commodity pricing indices to recommend strategic hedging. Skills: Risk Management, Supply Chain Mapping",Bachelor's,3-5年,>60
1727,Retail,Omnichannel Strategist,Harmonize loyalty data to build unified customer profiles.,"Omnichannel Retail, Strategy Development, Data Analysis, E-commerce, Project Management",Nanjing,Junior,8k-10k/月,9.0,JD_1727,"Omnichannel Strategist | Retail | Nanjing | Level: Junior | Salary: 8k-10k/月. Harmonize loyalty data to build unified customer profiles. Skills: Omnichannel Retail, Strategy Development, Data Analysis, E-commerce, Project Management",Bachelor's,0-1年,40-45
1728,Media,Digital Rights Manager,Implement Multi-DRM solutions to protect premium VOD content.,"DRM Technologies, Content Licensing, Data Analysis",Wuhan,Senior,19k-23k/月,21.0,JD_1728,"Digital Rights Manager | Media | Wuhan | Level: Senior | Salary: 19k-23k/月. Implement Multi-DRM solutions to protect premium VOD content. Skills: DRM Technologies, Content Licensing, Data Analysis",Bachelor's,5-10年,50-60
1729,Real Estate,Project Controller,Develop EVM dashboards for large-scale capital projects.,Earned Value Management,Shanghai,Manager,26k-32k/月,29.0,JD_1729,Project Controller | Real Estate | Shanghai | Level: Manager | Salary: 26k-32k/月. Develop EVM dashboards for large-scale capital projects. Skills: Earned Value Management,Bachelor's,10年以上,50-60
1730,Healthcare,Genomic Data Analyst,Perform variant calling and annotation using GATK best practices pipelines.,"GATK, Genetics, Python",Chongqing,Intern,5k-6k/月,5.5,JD_1730,"Genomic Data Analyst | Healthcare | Chongqing | Level: Intern | Salary: 5k-6k/月. Perform variant calling and annotation using GATK best practices pipelines. Skills: GATK, Genetics, Python",Master's,0-1年,40-45
1731,E-Commerce,Digital Marketer,Manage programmatic ad buying and retargeting campaigns across Google and Meta networks.,"Google Ads, SEO/SEM, Digital Marketing, Copywriting",Zhengzhou,Mid-level,13k-15k/月,14.0,JD_1731,"Digital Marketer | E-Commerce | Zhengzhou | Level: Mid-level | Salary: 13k-15k/月. Manage programmatic ad buying and retargeting campaigns across Google and Meta networks. Skills: Google Ads, SEO/SEM, Digital Marketing, Copywriting",Bachelor's,0-1年,40-45
1732,Real Estate,Urban Planner (Tech),Model the traffic and environmental impact of mixed-use projects.,"Urban Planning, GIS (ArcGIS), AutoCAD, Data Visualization",Tianjin,Senior,16k-19k/月,17.5,JD_1732,"Urban Planner (Tech) | Real Estate | Tianjin | Level: Senior | Salary: 16k-19k/月. Model the traffic and environmental impact of mixed-use projects. Skills: Urban Planning, GIS (ArcGIS), AutoCAD, Data Visualization",Bachelor's,1-3年,45-50
1733,Manufacturing,Predictive Maint Eng,Train machine learning models on sensor data to estimate RUL.,"Reliability Engineering, Python",Zhengzhou,Mid-level,14k-17k/月,15.5,JD_1733,"Predictive Maint Eng | Manufacturing | Zhengzhou | Level: Mid-level | Salary: 14k-17k/月. Train machine learning models on sensor data to estimate RUL. Skills: Reliability Engineering, Python",Bachelor's,5-10年,50-60
1734,E-Commerce,Search Relevance Engineer,Mine search query logs to build automated synonym generation and spell-correction pipelines.,Learning to Rank,Zhengzhou,Mid-level,16k-20k/月,18.0,JD_1734,Search Relevance Engineer | E-Commerce | Zhengzhou | Level: Mid-level | Salary: 16k-20k/月. Mine search query logs to build automated synonym generation and spell-correction pipelines. Skills: Learning to Rank,Bachelor's,0-1年,40-45
1735,Media,Content Rec Scientist,Develop reinforcement learning agents to optimize user watch time.,Recommendation Systems,Suzhou,Senior,18k-22k/月,20.0,JD_1735,Content Rec Scientist | Media | Suzhou | Level: Senior | Salary: 18k-22k/月. Develop reinforcement learning agents to optimize user watch time. Skills: Recommendation Systems,Bachelor's,3-5年,45-50
1736,Logistics,International Trade Comp,Classify products according to HTS for global customs clearance.,"Customs Regulations, HTS Classification, Trade Compliance",Nanjing,Mid-level,17k-21k/月,19.0,JD_1736,"International Trade Comp | Logistics | Nanjing | Level: Mid-level | Salary: 17k-21k/月. Classify products according to HTS for global customs clearance. Skills: Customs Regulations, HTS Classification, Trade Compliance",Bachelor's,3-5年,45-50
1737,Healthcare,Patient Privacy Officer,Investigate potential protected health information (PHI) breaches and formulate plans.,"HIPAA/HITECH, Risk Management, Legal Standards",Shanghai,Senior,31k-38k/月,34.5,JD_1737,"Patient Privacy Officer | Healthcare | Shanghai | Level: Senior | Salary: 31k-38k/月. Investigate potential protected health information (PHI) breaches and formulate plans. Skills: HIPAA/HITECH, Risk Management, Legal Standards",Bachelor's,3-5年,>60
1738,Telecom,Telco Cyber Specialist,Monitor signaling protocols (SS7/Diameter) to block spoofing.,"Signaling Security, Network Security, Wireshark",Beijing,Lead,20k-24k/月,22.0,JD_1738,"Telco Cyber Specialist | Telecom | Beijing | Level: Lead | Salary: 20k-24k/月. Monitor signaling protocols (SS7/Diameter) to block spoofing. Skills: Signaling Security, Network Security, Wireshark",Bachelor's,5-10年,50-60
1739,Energy,HSE Compliance Lead,Analyze incident data to identify safety leading indicators.,"Risk Assessment (HAZOP), Auditing, Environmental Comp",Guangzhou,Senior,30k-37k/月,33.5,JD_1739,"HSE Compliance Lead | Energy | Guangzhou | Level: Senior | Salary: 30k-37k/月. Analyze incident data to identify safety leading indicators. Skills: Risk Assessment (HAZOP), Auditing, Environmental Comp",Master's,5-10年,50-60
1740,Retail,Omnichannel Strategist,Analyze cross-channel attribution to evaluate marketing spend.,"Omnichannel Retail, E-commerce, Project Management",Wuhan,Junior,8k-9k/月,8.5,JD_1740,"Omnichannel Strategist | Retail | Wuhan | Level: Junior | Salary: 8k-9k/月. Analyze cross-channel attribution to evaluate marketing spend. Skills: Omnichannel Retail, E-commerce, Project Management",Bachelor's,0-1年,40-45
1741,Media,Audience Analytics,Analyze viewership data to evaluate the ROI of original productions.,Predictive Modeling,Chongqing,Manager,21k-26k/月,23.5,JD_1741,Audience Analytics | Media | Chongqing | Level: Manager | Salary: 21k-26k/月. Analyze viewership data to evaluate the ROI of original productions. Skills: Predictive Modeling,Master's,10年以上,40-45
1742,Telecom,Telco Cyber Specialist,Conduct vulnerability assessments on CPE and IoT devices.,"Wireshark, DDoS Mitigation",Wuhan,Mid-level,15k-18k/月,16.5,JD_1742,"Telco Cyber Specialist | Telecom | Wuhan | Level: Mid-level | Salary: 15k-18k/月. Conduct vulnerability assessments on CPE and IoT devices. Skills: Wireshark, DDoS Mitigation",Bachelor's,3-5年,40-45
1743,E-Commerce,Customer Journey Mapper,Design service blueprints to align customer support processes with post-purchase experience.,"UX Strategy, Figma, Qualitative Research",Beijing,Lead,40k-49k/月,44.5,JD_1743,"Customer Journey Mapper | E-Commerce | Beijing | Level: Lead | Salary: 40k-49k/月. Design service blueprints to align customer support processes with post-purchase experience. Skills: UX Strategy, Figma, Qualitative Research",Master's,5-10年,40-45
1744,FinTech,Investment Banker,Prepare comprehensive pitch books and CIMs for capital raising and private placements.,"Financial Modeling, Valuation, Excel",Guangzhou,Mid-level,29k-36k/月,32.5,JD_1744,"Investment Banker | FinTech | Guangzhou | Level: Mid-level | Salary: 29k-36k/月. Prepare comprehensive pitch books and CIMs for capital raising and private placements. Skills: Financial Modeling, Valuation, Excel",Bachelor's,5-10年,40-45
1745,Healthcare,Medical Imaging Researcher,Validate diagnostic accuracy of AI models against board-certified radiologist baselines.,"Computer Vision, Medical Imaging (DICOM)",Changsha,Lead,20k-24k/月,22.0,JD_1745,"Medical Imaging Researcher | Healthcare | Changsha | Level: Lead | Salary: 20k-24k/月. Validate diagnostic accuracy of AI models against board-certified radiologist baselines. Skills: Computer Vision, Medical Imaging (DICOM)",Master's,10年以上,50-60
